NU_INSCRICAO,NU_NOTA_MT
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,480.5774254318498
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,149.66065020108
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,90.13959873538052
92823d467a2ced9529801e0e8a94802dd88f0c17,475.29174009829853
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,580.7048187826229
413cbb38b2e2522f8167ffb9daeac1347b281393,487.0769750700529
68985fad004092956a4b4ce94dd53dc76d07eaf7,492.2824465723794
bdca9aeb19521675af15f2c28d86f6bebc45a834,518.5119967173919
b65b19d42b7a4b644fe9f99366dcb37b120862d9,457.9751494197184
eda898aa8ec465cbac70de72ead0c6d688e5f95a,479.36058451967125
5357b6c09be4c7f3829b72f80de846a9228253cb,-5.255133596434405
8d5c4481d736f6ce27976e400f4245bf10757608,459.70989416171363
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-5.255133596434405
089613ac7dca24109f84c72a97c83b2768b1df1c,-5.255133596434405
527773409bf373301dbd835e59a263c035c043b8,-5.255133596434405
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-5.255133596434405
c4cea54435c0fd0e171eed4c215479bb3ca86113,468.8827373021961
7d5cd89c6112b9a202a025a24355135bc60848c6,501.7212677358454
b70ab62384aa80545928a311f5b5d3db2f4d87ee,529.5495808106286
c96431dd924f366d2229a7f1455388b8cd85be49,584.9840281248526
1b72da5bb82cc150ecfe71218c02f155d694230b,-5.255133596434405
e429507efe1c2680cc464481850117d17083cd88,-5.255133596434405
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,424.8893731033862
e724482370ae6126008ade80b564ad8d8a0a7cbd,473.46211740665444
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,554.4576288789626
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-5.255133596434405
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,520.273190746108
7f898f8939ae054359f83ee154bb91bc7dd2c959,556.2952743743065
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,450.07496188282374
82e3b12c6366008fabc238f299f117074e78de5d,409.2449003546613
0d838be0e718ceb786cdb10fcc12559e00440240,511.78591064317806
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,459.2277058354778
5a9d89465845ac2d81366275cbb1a81d627efd36,-5.255133596434405
c83fe640ba466ba904ac1055e53a875289888797,464.4520679693431
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,478.168696533557
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,399.56794993192716
328639a0c753715c30a58bae70c82f2101153eb3,467.29187654647154
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-5.255133596434405
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,528.7054454523902
f56746cc2900258507d2b32c126f8db090db856f,483.02927270548383
1a4963b5fea8bb25c67750cdafbe84b01efad177,446.7203663113637
b520c940e62f4ed684417e7eacf00d85752060da,466.0824606080919
2e170cf2651ed448991af6fc5df15167733b2d8f,500.7211656048604
6efdd93a0ae289be6bb5a400bfc1deb077d75886,426.60667921941007
72ac2acc787d8cba0934cca3810ac091d792c8db,519.8947630187572
92a25eee14554806f081869cc9dac868fd1860fb,478.5877381230169
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,415.0468905250357
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,485.39673796463296
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,548.0156041188134
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,482.4072154819573
1730807e4916c5f7e8ab21e02ac5657bcea3e732,-5.255133596434405
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,470.8073852872535
1a46d99716282410d1170f0f35069b34e34415d4,362.9569528521995
0467e022da4ef897f666bc76f31e1bc8976f7e92,525.0530127641387
993aca0d5eac6741117947c82a3647102096255e,470.18411592711493
94c96ade6ade21deb080bba6aad537fc4f195d47,483.27490288753916
36bb672077a46a3e4755cef90437a616d28bdf23,451.8983211705919
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,372.35878252801473
328ca19128d276eb4fbc309c54ec7f346c803d2f,670.0145560919677
27cdb62f0a2a5467efeb30aafbf246ed2320c532,363.67644761107647
c52cae37c3653620bbec72264c502f45ca2a8671,-5.255133596434405
f9ef2695eb0986666093945894b8f2fee351bf22,528.7280137605042
2178c497293d0cab01ce74f5105b1a398fb12d8e,-5.255133596434405
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-5.255133596434405
8a021391cdaac100dab56c59284bd50137a74129,526.7762981186436
12ee0df69325d97cb95404958c4acf4112aeab8a,-5.255133596434405
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,501.0612469305863
66cf0f8b5af2466f9616fd15c0c10344df84982a,-5.255133596434405
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,494.16363682790876
60edc5708acd60680891ea15379dd07c7a5924ff,-5.255133596434405
b9f786712775e0d1d735398d710b01f404c985a3,445.516340531685
564958997e204bda06fbe90afc4722805c78a855,540.4076437140641
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,419.82320704212657
527098f4ee3ceb5c393981930d23b8fe154f4db9,-5.255133596434405
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,484.17421888541895
8296743fdd105ce9183561cf5b359b0a3781465e,457.46072916077395
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-5.255133596434405
6602c7f15a1fdd082265b64976448c6809df792d,471.61301293408997
31ae66f0fe024acae4490915c348e487f2367574,518.8741094315451
81901aa980653106e64863d957387d24e2c00af3,413.15409397621164
28e10d1bd0b6effe0edd503446ebda948ad240ad,436.6672356494207
53a7ee52a87f80241e2ca13c923e06b72bf3a059,443.5818183185385
50be5f75fdaedae454b0c3d63b7277854bd08d8f,104.99513081808713
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-5.255133596434405
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,576.0130260635203
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-5.255133596434405
02681b5c893b94db204713cb4b20dde6fc3f2f95,529.0865032098288
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,478.29267136162395
829dd51f77f3ae74c2216de2d86139bd0a03367c,-5.255133596434405
28c6829e69879bc1d34db1cd51b89562d3cc596b,521.5645362022904
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,489.0156580214048
96715a069fbcb2e84b26a01563921962ccc4601e,-5.255133596434405
923538833160e8432636c88e8119378a43b3d766,453.8604133004119
aacb834258765a2959ee63c57d2be4923d11a696,445.322384090007
c32e484025571dd94255a77f21de08ab8d2aaba8,462.4013997576095
d425deeec0a3c7006f14d732eff8933d5155067f,463.205119329192
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,504.6835706848033
716a178e9a6f7791b820da77879943ac9040a547,472.9221748019048
430212cd8767ef2bff8cda0f61729203fef7523e,411.79127661565536
e97d33221238e445688a0e984778d4ecac788be2,527.8746934013659
695c9481580951d830c4431fc6c9dee778ba9ca1,-5.255133596434405
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,494.35525014561676
0411742cbb54fe1b6927b25f0bb52b885828c828,388.48787358285546
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,412.78588771024545
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-5.255133596434405
e4e7a38b58319ad0a5cde4848622b21783c907e9,498.04530118438174
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,535.0704302218169
aec1b63c3f0c9554e533752d8fe138ca82101d4a,424.07473156798136
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,506.50160138262163
4b48d500ba4410546ce01f7f6d44bcbafa73994f,410.6664769491749
edf33c347c866d26872f540bcc1f6ae415f3294c,468.9578171981919
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,530.212189336374
3a265ea6ebdc4eb2520db912adf5592f03b3d634,450.08730745864386
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-5.255133596434405
0ade5488fd62db34c11a369bdbb4327faacc1635,-5.255133596434405
e418fbb77e6ff4103205f3b7f6a66d53183d809b,438.2743403439797
8ddbfe70cd41135cb6f125335a48d100789edbf7,418.0883651461318
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-5.255133596434405
1d3e406d0223d4cb0328850d689ba9fcadf62776,456.9069336926219
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-5.255133596434405
ecaf075653faf2dcdf946c0ce50629f5083347c0,398.1938309707815
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,514.2477099934049
d43894c5e83bb3a7e5000636295b0b050de19309,-5.255133596434405
5b7877d12550dd35d27a02b66a13f2a27bce11ca,419.86338531541253
18f800ec03e33ebad5fb97aa8465dd3e5961337e,424.6320414806628
bb39cc6296f2c9da3963994899c5c34b50965720,-5.255133596434405
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-5.255133596434405
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,442.5354302561187
e887be276bf553575b20ed1a0de8833d9cb7e247,-5.255133596434405
cc8794762ffa592758b5117d67e0d02e2e8b9c49,521.8296013000288
894d277c608610fa8c31db531f64582b9569b2e9,417.89638367379285
b2e029961aa0f20071b74708e0d97e6f200ec582,460.89577662852724
12c7d85e168b09a0278df140a22bcb0052a59b0a,372.1949746078324
64c4892488a9c6281bdabf467a0b5a6382d248e6,452.5617376312509
944e790f6e64eccf6df361247858165f17dd7abb,-5.255133596434405
ac112e94587e6e4249b7182329ee5a5040ae94ea,522.9987222575055
a58cf11e498228f9aaca92b0c49f955a6163fb59,437.72379098186195
e8c84701c041b7f3b39f3125a0449fa633589fbe,489.01647781073933
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,578.8940844214039
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-5.255133596434405
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,435.5810650315241
e64ad901853230e396be49311ea98121c348fac6,497.97832929359777
8532af19be3729ea233c1f29e4c015820fc7fb3a,494.46192884906844
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,473.6560773786516
26853fd075fe27954772c3070997635b94f32b83,463.4690398030121
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,534.067420930483
574ec310dee846f9ae8eb278480257d463f6fbcc,482.8467724395691
ebb32b8df4ff9b202ba904f310724ce230cb4305,-5.255133596434405
8a46e35787225c3e7adef2b998ad9c93a952106b,542.6669883940963
b62bf908b504e8c6898777a7f5b88afed358caea,377.689457674473
10d22971ca4f53fc62d02905809ff1c37fbb68fc,593.3657313734884
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,416.57515452075813
cad47b624b484cb16291449cee30707a46c20199,-5.255133596434405
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,502.3352992347731
bb6c0df09cb6663f142ce6da382b804353453af2,-5.255133596434405
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,470.4241374574189
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-5.255133596434405
d76614020539405f481c0f5ffb9e6f88a0bf21b7,428.25408341612683
5ce2df96a99343819ead41bf242044177439696d,-5.255133596434405
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-5.255133596434405
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-5.255133596434405
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,506.8711195281592
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,486.5303939358143
176b027cd932b17fcb6f119cfcef338a175062b8,429.88847733075653
41474f2dda61d97f38ba79906d3dbcce223d1bd1,517.5273525821128
421eb738f9e2ea73e5f4227c915762d6421102ac,-5.255133596434405
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,465.50721809076043
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,74.9224786938926
134d96275e3893946c3a0e1d59f86b336fe64f6e,-5.255133596434405
d4e97da32ccb6987ec074aa48c24ce949c05a78c,426.02480370152233
fa556e489987a0588e9a8edb5327e2bde1679670,-5.255133596434405
95c1d266a2524560761df98b376c17604733a6ad,506.96042895516786
c11c4303d2632cde64105a35554ecb77a8564260,482.1127311225314
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,494.37184656818687
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,498.79941066572945
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,458.4413119474504
580c34923cbde328e0aef1641dd02033fc862c04,491.73719243892333
156e1fb82056b0f6953c443446eb4dcceed7c03b,-5.255133596434405
29d8bf198da9caa59047268faca60207da24d1b7,525.9205800011712
1b3f80a1cd9fff0408e96169fcaf006936b34fed,496.10778517199435
b5932043b62e0c58e16e2cc2c9d5489390e5c895,491.68470462265435
99092cc60948943c59d68d62ed81a75a03059113,480.6585990377262
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,69.31502269169484
dd69fca6f17420dc911016a79e70583ca7ea330d,395.0695226540517
d387995af060965fb9d18973f3dbf4904f071066,394.9749189453409
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,479.2272552499137
543674772357cf9d8a7a8e7dfb89384af80ec30e,513.9639353433045
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,438.15153033512706
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-5.255133596434405
0736d379ea0962e316ce84cce8e883321be36abb,455.8432181098124
98cc842c547c69a0d27776e272fd8b61131b0b37,430.3784212206341
890b7696fa85ca2b3e90b3951efec2135e88d5cf,499.97439923757713
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,611.8579768827278
d84b48f7dc7a6e387e6e985525143589754c5b13,405.3269600557043
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,518.5894153601896
dc4fe9d4124d9278f58f6f999711116a3fe58be7,486.86668297415116
f6624d763619c0898b34dc02adf06f53a1721cd0,388.81701818202293
60b1c12559860e7ad966da4c4db5c78e17278fc0,501.9816899636774
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-5.255133596434405
4f365503582b97ea96462d0d36895a5e7f5926df,435.1523749105927
c80869804effb21d50cc8fff3f4c27ba5521240c,418.89265130184754
d0f351638d60e84b890a498d69c9a7961cdcdf36,476.643646424215
48e8ec135997ff3676648d5c144c3c7150a7bbb1,422.03379354412255
45484014aefd10ea3e4b08fb93e66c251709cca6,469.8716502717607
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,428.87326606870823
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,441.27775388885857
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,551.9088007877615
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,382.1104489264013
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,560.1762656723749
c83c66733c5bd90a59996e473bb69e44f6522976,353.09448262747713
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-5.255133596434405
4c373daf5547a6292c4905696c148ec83f95f083,-5.255133596434405
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-5.255133596434405
87f89c855f377c5b100ad2986cc6569e31d94a98,535.9338540795952
d0d8601aab147c191ae37365a930c1ed3eb0414b,-5.255133596434405
9a25537903e8e7eab1dfb357903d241e24e86fb8,-5.255133596434405
eaecf3dd32668664e1dcc2d6c7a69042824806a6,470.3767085022047
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-5.255133596434405
c59b370d3aa06b68878c836bceac844953d74972,483.9302798296376
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-5.255133596434405
b2128312e70fdb830091aecb6b27d82617e2e226,380.1554954030182
8257941af168c0cc15f28bd596fd922352dae732,419.5109159607212
854ce153823802674f35bbe1ec010b12e9b3a56f,436.41258699938123
27f1db4e266b154f6f7fbef9c225fab472652a7b,419.81343030653034
11b90bed4a05d11169f308370faf81d6e9ca2c4f,419.4844499168287
5c55b7aeae6cb75ec715b4629812175239e45c15,-5.255133596434405
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-5.255133596434405
e9488c35627294cd8f5a809c0667aef7a3f0d465,-5.255133596434405
39c22d725a24b290af887b25175ae0a8d560db4b,-5.255133596434405
e001e1d73163c327a4d800697b1b36cd6921f60d,448.4885535069625
b83424ca8973e4b2eebf6eb9e26e842999432d22,413.75881996408003
202da3f471204ad489ebf0c3856437337534112d,-5.255133596434405
912d751c54b46c860c5ba61666fc6fc59ca2689d,385.42696194411224
8376d681a277c58f06ab633a06eaa66391126246,-5.255133596434405
e114f7b197069bde8e158a0dbeaa022dd0c4e280,451.6090443586383
fa84edf183bd459ea9394d77bdc191683a75ff66,551.3025105153613
76190ff09a736ff83169394b770699b2709c5a27,506.1295961007841
515db15df8581ae72bb8e8358833016adee74e02,464.0853263872156
e2a05053c19e6fba60d0e582e6c7f371728a7106,446.83210075935824
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-5.255133596434405
2378556841bc8d5746f2b94d6adefc2db20f9518,507.4698379485272
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-5.255133596434405
796d558152d241567f8a72b535a5e36fe78886f3,460.72516184891145
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,522.1428508408057
3c748fc7a94edb7ac1484373751ffa8574a3281d,413.0707372675403
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,344.1481960300678
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-5.255133596434405
10a1e8808e744c619376bff659f859cd71e8c41d,441.80732654185863
fc959dafc37dde3f173f083486d84ce5c817443f,464.1213678447304
6979d91c0a1903a336c640e14eed100821a0e24d,447.9186803611566
d4e37c4c1235ce014392f6c8ba0436f195b9e459,546.16878212496
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-5.255133596434405
565a955a60c6073157aa869c0351c626a7171ef3,527.1950575174633
5697c01ee87a008056ebc0993a1028b41a26d251,-5.255133596434405
99be797e423b5ae08fe342ea772738f71975df47,617.702771508127
b579ea83f2d6c15b2c717d16a89827d65f39904b,488.6270044739213
e9373b5c22567bec508f2fa2580e4dc3ff687caa,543.5730353605079
a465af361b68bd536dd8bf61d522b9b21755ab60,497.6155339573382
c8feec2a94d996d03534ce935dec7a034667f107,625.0279087427432
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,453.4132597973087
f4f7888cfe88b7a3b0f3d94749921976353ae82c,442.85504557321775
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,459.75688743822485
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.3103525398962
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-5.255133596434405
fc83a5c665f70f39b4c7d326118cbf21a898e660,567.2379510727446
c26fbd904781a4f6c37a8f8969778f687c6c1424,-5.255133596434405
ced4913c2220be57c54bc9f87bb4f441d5976671,479.76945987754647
880ade460a231d722e8bb0e4d17f3c8f77663d37,405.03627357812985
7c869f5b89ddf3130c87011b6508ee59e32682c5,407.4088592159048
9027f65d4e576928ca59690c280050c53d66506a,620.0482598313581
09eb415bcb9842d207139c8bddf32427a134d51e,535.9717164183817
f8224c83e27f4921df62876f7ff660b1dab3d974,473.96205547915014
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-5.255133596434405
dfec3182aec0997207e0845b072498065ec89aac,581.8497509490023
d653549f6d0ba70e2113b2cc56e9a83e331d2462,537.9180523001521
e95674df974af80342f676ca9e3540aecec2b8dc,484.71198470794667
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,501.6015493940054
2b7b15015ab18dc51893827c7e3f01d931a70410,-5.255133596434405
22d86e8b43a9412df86ec15ac231b9919e3ec905,467.3281887599398
1c61035799f6afe7f44c1fb68567d7a8945c3943,527.2221880983263
d5ed4b8732b0d7127a64f7e71137d321c56cc198,440.18164221697566
63edbbe59337f861a710bee4fe8a691d231f23da,456.67432703405666
f62bf9257782d839d38f84376b79611ed0de655d,-5.255133596434405
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-5.255133596434405
21b8ef230efbfca6b5f15b36a3243d76ed390967,487.60138773564216
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,389.3300038864464
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-5.255133596434405
3de3c134579726fe4606b7a05f82ce19f00adb09,620.7344799869934
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,434.4608158723012
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,427.89609050856774
520c60d32fd2af8be76abd332859b36d8ae45900,448.63577796519894
6cb6e2310b52c2898e500f81bea938446592568b,443.8533378366654
0193b535914e1c5a445bede11a408bf1709cd3cb,467.20854514347917
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,514.5773083062825
c512a461034cd90a9c5f1a32332b748041cfeba3,-5.255133596434405
6f77bbe0fc418131d06d15f50b30073eae680dbb,-5.255133596434405
9b378e3937af8e97d4753cdf0c8917306354aaaf,496.9505766964988
1c92f54a5fe563622a0e23cf116461a7e147efd8,524.1068860364489
90facc45f7578775e3278aa0bd4fb59dad4d37c1,447.95173431418226
563bd02a1204c85e79026a020ba5af29bce95c12,119.35365192754406
c8062c4cc7e023996bd37b87295f5a2957ddb172,460.80845665436715
ea7cc5987f9cc7f756d501961f64fa5769013823,-5.255133596434405
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,587.2372265651804
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,458.8795459559043
1b61f7e184c7040ae4cea725153965e1f7f75308,454.3188337800454
aea68e00d370c2a0cfd02bf868824dec427bf23a,-5.255133596434405
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-5.255133596434405
95a9c65324583892b2d1a0c1c5163488f92d4a6d,406.4621436547591
5b7e7632cf766876026d0da6aa7c6df77bc13438,449.5823681792319
a3be14b06b7aef01331da18e7a1678222b563151,-5.255133596434405
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-5.255133596434405
96fd0462597b8cf21b1e918c1947106cd8359e5d,509.39498439017535
5c1cef937c40bf8c30c119160bedde7ef679454e,571.7655134339407
27dce80bee1eadbcd82bc7d09adb063e116870f6,-5.255133596434405
271a7e5b703fc3f29f6669415048a760e6355c5b,-5.255133596434405
e39fbeab552a4b6492346d821d095c3a0d691555,449.925930888759
93694c58636eabfe86550e734efb3775ba4d739f,491.41126167780794
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,598.1726488442382
6c05e70130682975c1485a862b6e08b895650671,430.1353774062396
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,414.9373910589343
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,375.04388669096113
283df09083d3c7bec2590f22355c7ba32ec88623,527.872095834731
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-5.255133596434405
ff362d0a648559b9146fb97ee248eb423c3d6a50,-5.255133596434405
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-5.255133596434405
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,570.6141985888003
23131f453efc29c2af9553d307692c60a3add1ae,456.8488391883989
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,432.6925464257943
941646a7d24ee2837d7de90ff0a736bb8f61d68c,385.8893462982635
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-5.255133596434405
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,486.8501509934656
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,439.7366305934423
72882a9cffe151d94be90e02ce3967a91b628099,497.5466899914093
cf62916c9829bd3ad05104151eee856d6de7ca1c,574.670032893302
6b8f4241357e65c0491cc0ef96396f811574134c,456.81004762365956
298806ed4313157d412e860ac3ea8833d6ca6970,-5.255133596434405
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,420.37708124767437
4485f973590cff61be5ec78cb3032d5fdf25b809,-5.255133596434405
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,456.98774420776095
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-5.255133596434405
8288badec4740382dbf7c33e4095cd4db0021bf7,400.13786657666094
5e139289eb167622f915eea3d1d6e49d15d1c873,518.1598701582839
fc050b2c8fa3446890fe1418332352177dd34506,477.4009866985626
8f309746992f374b4c2ea88f171233a9469ba649,495.23356776229497
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,492.8182610742533
